sex,age,race,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
Male,34,African-American,0,0,12,F,Deliver Cocaine,1
Female,30,African-American,0,0,0,M,Battery,1
Male,47,Caucasian,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,33,Hispanic,0,0,0,M,Disorderly Conduct,1
Male,47,African-American,0,0,1,F,Possession of Cocaine,1
Male,42,African-American,0,0,33,F,arrest case no charge,0
Male,39,African-American,0,0,1,F,Possession of Cocaine,0
Male,50,Caucasian,0,0,11,F,arrest case no charge,0
Male,30,Hispanic,0,0,2,M,Susp Drivers Lic 1st Offense,0
Male,24,Caucasian,0,0,1,F,Possession Of Alprazolam,1
Female,22,African-American,0,0,2,F,Robbery Sudd Snatch No Weapon,1
Male,45,Caucasian,0,0,3,F,Aggrav Stalking After Injunctn,1
Male,26,Caucasian,0,0,2,F,Grand Theft in the 3rd Degree,0
Male,39,Caucasian,0,0,3,F,Possession of Cocaine,1
Male,40,Caucasian,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,24,African-American,0,0,0,F,Possession of Cannabis,1
Male,23,African-American,0,0,1,F,Possession of Cocaine,1
Male,61,Caucasian,0,0,0,M,Driving Under The Influence,1
Male,38,African-American,0,0,3,F,Felony Battery (Dom Strang),0
Male,67,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0
Male,23,Caucasian,0,0,2,F,Aggravated Assault W/Dead Weap,1
Male,31,Caucasian,0,0,1,F,Possession Of Heroin,0
Male,40,African-American,1,0,15,F,arrest case no charge,1
Male,44,African-American,0,0,0,F,arrest case no charge,1
Male,37,African-American,0,0,10,F,Leaving the Scene of Accident,0
Female,22,African-American,0,1,3,M,Petit Theft $100- $300,1
Male,31,Caucasian,0,0,6,M,Battery,0
Male,57,African-American,0,0,2,F,Resist Officer w/Violence,1
Male,24,Other,0,0,5,M,arrest case no charge,1
Female,30,African-American,0,3,10,F,Possession of Cocaine,0
Male,31,Other,0,1,5,F,arrest case no charge,1
Male,56,Caucasian,0,0,7,F,Grand Theft in the 3rd Degree,1
Male,35,African-American,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0
Male,57,African-American,0,0,23,F,arrest case no charge,0
Female,39,Caucasian,0,0,8,F,Poss Pyrrolidinovalerophenone,0
Male,65,Caucasian,0,0,3,F,Burglary Unoccupied Dwelling,1
Female,22,Caucasian,0,0,0,M,Battery,1
Female,35,African-American,0,0,2,F,arrest case no charge,1
Male,29,African-American,0,1,2,M,Battery,0
Male,37,Caucasian,0,0,2,M,Battery on Law Enforc Officer,0
Male,22,African-American,0,0,5,M,arrest case no charge,0
Male,31,African-American,0,0,6,M,arrest case no charge,1
Male,31,Hispanic,0,0,8,F,Driving While License Revoked,0
Female,56,African-American,0,0,1,F,Possession of Cocaine,1
Male,25,Caucasian,0,0,2,F,arrest case no charge,1
Male,33,Caucasian,0,0,10,M,Battery,1
Male,25,Caucasian,0,0,2,F,Grand Theft in the 3rd Degree,1
Female,27,African-American,0,0,3,F,Robbery / No Weapon,1
Male,37,African-American,0,0,1,F,Felony Petit Theft,1
Male,41,Caucasian,0,0,2,M,arrest case no charge,1
Male,35,African-American,0,0,5,F,Battery on Law Enforc Officer,1
Male,25,Hispanic,0,0,1,M,Battery,0
Male,55,Caucasian,0,0,0,M,Battery,1
Female,24,African-American,0,0,1,F,arrest case no charge,1
Male,26,African-American,0,0,2,F,Burglary Conveyance Unoccup,0
Male,35,African-American,0,0,7,F,arrest case no charge,1
Male,50,Caucasian,0,0,3,M,Reckless Driving,0
Male,30,African-American,0,0,1,M,Battery,1
Male,25,African-American,0,0,3,F,Possession of Cocaine,0
Female,65,Caucasian,0,0,1,M,Lve/Scen/Acc/Veh/Prop/Damage,0
Female,31,African-American,0,0,0,F,Felony Driving While Lic Suspd,0
Female,24,African-American,0,0,0,M,Battery,1
Male,34,African-American,0,0,6,F,arrest case no charge,0
Male,24,Other,0,0,3,M,Battery,0
Female,30,African-American,0,1,4,F,Possession of Cocaine,1
Female,35,Hispanic,0,0,0,M,Battery,1
Male,30,African-American,0,0,14,F,arrest case no charge,0
Male,24,Caucasian,0,0,1,M,Criminal Mischief Damage <$200,1
Female,28,African-American,0,0,3,F,Grand Theft in the 3rd Degree,1
Female,27,African-American,0,0,4,F,Drivg While Lic Suspd/Revk/Can,0
Male,50,Other,0,0,5,F,arrest case no charge,1
Male,22,Caucasian,0,0,2,F,Possession of Cocaine,0
Male,31,African-American,0,0,0,F,Deliver Cocaine,1
Male,31,Caucasian,0,0,0,M,Viol Injunct Domestic Violence,1
Female,32,African-American,0,0,3,F,arrest case no charge,1
Male,27,African-American,0,0,1,F,Burglary Structure Unoccup,0
Male,29,Caucasian,0,0,6,F,Possession of Hydromorphone,0
Male,59,African-American,0,0,3,F,arrest case no charge,1
Male,24,African-American,0,0,1,M,Battery,0
Female,27,Caucasian,0,0,1,F,Battery on Law Enforc Officer,1
Male,33,African-American,0,0,0,F,Burglary Conveyance Unoccup,1
Female,35,Other,0,0,0,M,Battery,1
Male,28,Caucasian,0,0,9,F,arrest case no charge,0
Female,40,Other,0,0,0,F,arrest case no charge,1
Male,53,Hispanic,0,0,3,M,Battery,1
Male,45,Other,0,0,0,M,Battery,1
Male,24,African-American,1,0,9,M,arrest case no charge,0
Male,31,African-American,2,1,16,F,Grand Theft in the 3rd Degree,0
Male,25,Hispanic,0,0,0,M,Battery,1
Male,23,Hispanic,0,0,6,M,Possess Cannabis/20 Grams Or Less,1
Male,23,African-American,0,1,7,F,Carrying Concealed Firearm,0
Female,47,Hispanic,0,0,2,F,arrest case no charge,1
Male,35,Hispanic,0,0,0,M,Operating W/O Valid License,1
Male,24,Other,0,0,3,F,arrest case no charge,0
Male,62,Caucasian,0,0,0,F,Crim Use of Personal ID Info,1
Male,52,African-American,0,0,19,F,arrest case no charge,1
Female,25,African-American,0,0,4,F,arrest case no charge,0
Male,25,Other,0,0,1,F,Possession of Cocaine,1
Male,49,African-American,0,0,1,M,Assault,1
Male,50,Caucasian,0,0,0,F,Felony Battery (Dom Strang),0
Male,47,African-American,0,0,3,F,Poss Pyrrolidinovalerophenone,0
Male,37,African-American,0,0,14,F,Driving While License Revoked,1
Male,26,Caucasian,0,0,0,M,Battery,1
Male,28,African-American,0,2,21,F,Driving While License Revoked,1
Female,26,African-American,0,0,3,F,Pos Cannabis W/Intent Sel/Del,0
Male,48,Other,0,0,4,F,Driving While License Revoked,1
Male,25,African-American,0,0,1,F,Burglary Unoccupied Dwelling,1
Male,20,African-American,0,1,1,F,Grand Theft (Motor Vehicle),0
Male,34,African-American,0,0,9,F,Pos Cannabis W/Intent Sel/Del,0
Male,26,Hispanic,0,0,1,M,Reckless Driving,1
Male,46,African-American,1,0,9,F,Grand Theft in the 3rd Degree,0
Male,21,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0
Female,27,Caucasian,0,0,2,F,arrest case no charge,0
Male,21,African-American,0,1,3,M,Battery,0
Male,29,Caucasian,0,0,1,F,Possession Of Heroin,1
Male,46,Caucasian,0,0,4,F,"Poss3,4 Methylenedioxymethcath",1
Male,24,African-American,0,0,0,F,Pos Cannabis W/Intent Sel/Del,1
Female,51,Hispanic,0,0,2,M,Battery,1
Male,57,African-American,0,0,8,M,DUI Level 0.15 Or Minor In Veh,0
Male,33,African-American,0,0,4,F,Felony Driving While Lic Suspd,0
Male,23,African-American,0,1,4,F,Unauth Poss ID Card or DL,0
Male,29,African-American,0,0,5,F,Possession of Cocaine,1
Male,22,Caucasian,0,0,0,M,Battery,0
Male,56,Hispanic,0,0,10,M,Battery,0
Female,33,Caucasian,0,0,1,M,Battery,0
Male,27,Other,0,0,0,F,Crim Use of Personal ID Info,0
Male,31,Hispanic,0,0,1,M,Operating W/O Valid License,1
Male,40,African-American,0,0,3,F,Fleeing Or Attmp Eluding A Leo,0
Male,48,Other,0,0,0,M,Viol Injunct Domestic Violence,1
Male,68,African-American,0,0,1,F,arrest case no charge,1
Male,24,African-American,0,0,1,M,Battery,1
Male,32,African-American,0,0,1,F,arrest case no charge,1
Male,19,African-American,0,1,2,F,Grand Theft in the 3rd Degree,0
Male,56,Hispanic,0,0,4,F,Possession Of Alprazolam,1
Male,23,African-American,0,0,6,F,Uttering a Forged Instrument,0
Male,39,Caucasian,6,1,17,F,Possession of Cocaine,0
Male,25,African-American,0,0,1,F,arrest case no charge,1
Male,42,African-American,0,0,6,F,Felony Battery w/Prior Convict,0
Male,29,Caucasian,0,0,1,M,Driving License Suspended,1
Male,38,Caucasian,0,0,2,M,Battery,1
Male,23,Caucasian,0,0,4,M,Battery,0
Male,58,African-American,0,0,10,F,Possession of Cocaine,0
Male,42,African-American,0,0,9,F,Possession of Cannabis,0
Male,52,Hispanic,0,0,3,F,Driving While License Revoked,1
Male,26,Caucasian,0,0,1,F,Grand Theft (Motor Vehicle),0
Male,27,Caucasian,0,0,1,F,Dealing in Stolen Property,1
Male,33,Caucasian,0,0,1,F,arrest case no charge,1
Male,33,African-American,0,0,2,F,Grand Theft in the 3rd Degree,0
Male,23,African-American,0,0,0,M,Battery,0
Male,25,African-American,0,1,4,F,arrest case no charge,0
Male,32,African-American,0,0,0,F,False Imprisonment,0
Male,34,Hispanic,0,0,14,F,Grand Theft in the 3rd Degree,0
Female,29,Caucasian,0,0,0,M,Battery,1
Male,38,African-American,0,0,19,F,arrest case no charge,0
Male,29,Caucasian,0,0,0,M,Poss Of Controlled Substance,1
Male,27,African-American,0,0,6,F,Possession Burglary Tools,0
Male,25,Caucasian,0,0,0,M,Disorderly Intoxication,0
Female,31,Caucasian,0,0,2,F,arrest case no charge,0
Male,30,African-American,0,0,8,F,arrest case no charge,0
Male,41,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,59,African-American,0,0,8,F,Possession of Cocaine,1
Male,21,Caucasian,0,0,1,M,Battery,0
Female,33,African-American,0,0,6,M,arrest case no charge,0
Male,27,African-American,0,0,6,F,Felony Petit Theft,0
Male,30,African-American,0,0,0,F,Felony Battery (Dom Strang),1
Male,43,Caucasian,0,0,4,F,Uttering a Forged Instrument,1
Male,45,African-American,0,0,13,M,Viol Injunction Protect Dom Vi,0
Male,23,Caucasian,0,0,0,F,False Imprisonment,0
Female,40,Caucasian,0,0,5,F,Grand Theft in the 3rd Degree,1
Female,23,African-American,0,0,0,F,Felony Petit Theft,1
Male,39,African-American,0,0,3,F,arrest case no charge,1
Female,26,African-American,0,0,5,F,Aggrav Battery w/Deadly Weapon,0
Female,26,Caucasian,0,0,0,M,Driving Under The Influence,1
Male,21,African-American,0,0,0,M,Battery,1
Male,44,Caucasian,0,0,0,F,Grand Theft (Motor Vehicle),1
Male,21,African-American,0,0,1,F,Burglary Dwelling Armed,0
Female,49,African-American,0,0,1,F,Felony Driving While Lic Suspd,1
Male,23,African-American,0,0,3,F,Grand Theft in the 3rd Degree,0
Male,24,African-American,0,0,1,F,Possession of Cocaine,0
Female,21,African-American,0,0,1,F,arrest case no charge,0
Female,37,Caucasian,0,0,7,F,False Ownership Info/Pawn Item,0
Female,21,African-American,0,0,1,M,Battery,0
Male,28,Caucasian,0,0,2,F,arrest case no charge,0
Male,42,Caucasian,0,0,2,M,Battery,1
Male,23,Other,0,2,7,F,Carrying Concealed Firearm,0
Female,24,African-American,0,0,2,F,Felony Driving While Lic Suspd,0
Male,31,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,24,African-American,1,0,2,M,Prostitution/Lewd Act Assignation,0
Male,25,African-American,0,0,1,F,arrest case no charge,1
Male,55,African-American,0,0,12,F,arrest case no charge,1
Male,33,African-American,0,0,1,M,Battery,0
Male,26,African-American,1,3,24,M,Resist/Obstruct W/O Violence,0
Male,27,African-American,0,0,1,F,arrest case no charge,1
Male,26,Caucasian,0,0,3,M,Viol Prot Injunc Repeat Viol,1
Female,27,African-American,0,0,0,M,Battery,1
Male,46,Caucasian,0,0,0,F,Possession of Cocaine,1
Female,38,Caucasian,0,0,1,M,Battery,0
Female,24,African-American,0,0,0,M,Exposes Culpable Negligence,1
Female,38,African-American,0,0,0,M,Viol Prot Injunc Repeat Viol,1
Male,27,African-American,0,0,7,F,Burglary Conveyance Unoccup,0
Male,48,African-American,0,0,6,F,arrest case no charge,1
Female,31,Caucasian,0,0,2,F,Possession of Cocaine,0
Male,28,African-American,0,0,5,M,Battery,0
Male,30,Hispanic,0,0,7,F,Agg Assault W/int Com Fel Dome,1
Male,25,Caucasian,0,0,6,M,Petit Theft,0
Male,27,African-American,0,0,8,F,arrest case no charge,0
Male,55,Caucasian,0,0,0,M,Battery,1
Male,25,African-American,0,0,1,F,Aggravated Battery / Pregnant,1
Male,40,African-American,0,0,5,F,arrest case no charge,0
Male,21,African-American,0,0,0,F,Burglary Conveyance Unoccup,0
Male,50,Caucasian,0,0,26,F,Possession of Cocaine,0
Male,28,African-American,0,1,10,F,arrest case no charge,0
Male,20,African-American,0,1,2,F,Possession of Cocaine,0
Male,33,Native American,1,0,9,M,Aggravated Battery,0
Male,31,African-American,5,0,10,F,arrest case no charge,0
Female,57,African-American,0,0,0,M,Resist/Obstruct W/O Violence,1
Male,25,African-American,0,0,0,M,Battery,1
Male,22,African-American,0,4,7,F,arrest case no charge,0
Male,31,African-American,0,0,3,F,Burglary Dwelling Assault/Batt,0
Male,43,African-American,0,0,7,F,arrest case no charge,1
Female,25,Caucasian,0,0,0,M,Driving Under The Influence,1
Male,39,Hispanic,0,0,1,M,Battery,1
Male,40,African-American,0,0,1,F,Felony Driving While Lic Suspd,1
Male,20,African-American,0,0,0,F,Burglary Structure Unoccup,0
Male,35,African-American,0,0,2,M,Possess Cannabis/20 Grams Or Less,1
Male,34,African-American,0,0,1,M,arrest case no charge,0
Male,27,Caucasian,0,0,18,F,Felony Petit Theft,0
Male,37,Hispanic,0,0,1,F,arrest case no charge,0
Female,38,African-American,0,0,3,F,Driving While License Revoked,0
Male,21,Caucasian,0,0,0,F,Possession of Cannabis,0
Male,25,African-American,0,0,0,M,Battery,0
Male,53,African-American,0,0,6,M,Petit Theft,0
Female,50,African-American,0,0,4,F,Aggrav Battery w/Deadly Weapon,1
Female,23,Caucasian,0,0,1,M,Battery,1
Male,27,African-American,1,0,2,F,Deliver Cocaine,0
Male,22,Other,0,0,0,F,Grand Theft in the 3rd Degree,0
Male,27,Caucasian,0,0,0,M,Susp Drivers Lic 1st Offense,0
Male,29,African-American,0,0,5,F,Possession of Cannabis,0
Male,38,African-American,0,0,1,M,Battery,1
Female,54,Caucasian,0,0,2,F,arrest case no charge,1
Male,26,African-American,0,0,1,F,arrest case no charge,0
Male,37,African-American,1,8,23,F,Deliver Cocaine,0
Male,36,African-American,0,2,25,M,Battery,0
Male,28,African-American,0,0,18,F,Deliver Cannabis,0
Male,49,African-American,0,0,1,M,arrest case no charge,1
Male,36,African-American,0,0,11,F,Driving While License Revoked,1
Female,26,African-American,0,0,2,F,arrest case no charge,1
Female,41,Caucasian,0,0,0,F,Aggravated Battery,1
Male,26,Hispanic,0,0,9,F,Battery on Law Enforc Officer,0
Male,40,Caucasian,1,0,9,F,arrest case no charge,1
Male,29,Caucasian,0,0,8,M,Susp Drivers Lic 1st Offense,1
Male,21,African-American,1,0,7,F,Fleeing Or Attmp Eluding A Leo,0
Male,22,Other,0,0,0,F,False Imprisonment,0
Male,33,Caucasian,0,0,0,F,Possession of Hydromorphone,1
Male,26,African-American,0,0,7,F,Poss Cocaine/Intent To Del/Sel,1
Female,27,African-American,0,0,0,M,Battery,0
Male,35,African-American,0,0,1,F,Pos Cannabis W/Intent Sel/Del,1
Male,27,African-American,0,0,3,M,Susp Drivers Lic 1st Offense,1
Male,37,Hispanic,0,0,3,M,Battery,0
Female,31,African-American,0,0,3,F,arrest case no charge,1
Male,36,African-American,1,0,26,F,Poss Cocaine/Intent To Del/Sel,0
Female,32,Other,0,0,0,M,Viol Injunct Domestic Violence,1
Male,50,Caucasian,0,0,1,F,Aggrav Battery w/Deadly Weapon,1
Male,52,Caucasian,0,0,1,F,arrest case no charge,1
Male,24,African-American,0,0,1,M,Battery,1
Male,38,African-American,0,0,0,F,Aggrav Battery w/Deadly Weapon,1
Male,54,African-American,0,0,11,F,arrest case no charge,1
Male,71,Caucasian,0,0,13,F,Felony Driving While Lic Suspd,1
Female,39,Caucasian,0,0,1,F,Possession of Cocaine,1
Male,34,Other,0,0,1,M,Driving License Suspended,0
Male,23,Other,0,0,0,M,Battery,0
Male,46,African-American,1,0,8,M,Battery,0
Female,36,African-American,0,0,5,F,Battery on Law Enforc Officer,0
Male,55,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,33,Hispanic,0,0,1,F,arrest case no charge,1
Male,27,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,23,African-American,0,0,2,F,Carrying Concealed Firearm,0
Male,20,African-American,1,0,1,F,arrest case no charge,0
Female,31,African-American,0,2,10,F,Uttering a Forged Instrument,1
Male,24,Caucasian,0,0,8,F,arrest case no charge,1
Female,37,Caucasian,0,0,2,F,Tampering With Physical Evidence,0
Male,25,African-American,0,0,0,M,Operating W/O Valid License,0
Male,26,Caucasian,0,0,0,F,Possession of Cannabis,1
Male,29,Hispanic,0,0,0,F,Driving While License Revoked,1
Male,33,Hispanic,0,0,3,M,Driving License Suspended,1
Male,29,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,41,African-American,0,0,4,M,Battery,0
Male,37,African-American,0,0,0,F,Felony Battery (Dom Strang),0
Female,56,Caucasian,0,0,10,F,Possession of Cocaine,0
Male,23,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0
Female,23,African-American,0,0,1,F,Poss Pyrrolidinovalerophenone,0
Male,24,African-American,0,0,1,F,Poss Cocaine/Intent To Del/Sel,0
Male,35,African-American,0,0,27,F,Grand Theft in the 3rd Degree,1
Male,48,African-American,0,0,10,F,Deliver Cocaine,1
Male,26,Hispanic,0,0,1,M,DUI Level 0.15 Or Minor In Veh,0
Male,24,Caucasian,0,0,2,F,Burglary Conveyance Unoccup,0
Male,25,African-American,0,1,8,F,arrest case no charge,1
Male,23,African-American,0,0,0,F,Burglary Unoccupied Dwelling,0
Male,43,Caucasian,0,0,2,F,Poss Contr Subst W/o Prescript,1
Female,53,Caucasian,0,0,0,M,DUI Property Damage/Injury,1
Male,25,African-American,1,0,4,M,Battery,1
Male,21,Caucasian,0,0,1,F,Grand Theft in the 3rd Degree,1
Male,31,Other,0,0,0,M,Battery,1
Female,35,African-American,0,0,1,F,arrest case no charge,1
Male,55,Caucasian,0,0,3,M,Viol Injunction Protect Dom Vi,1
Male,50,Hispanic,0,0,9,M,Battery,0
Male,28,African-American,0,0,0,M,Battery,1
Male,44,Caucasian,0,0,0,M,Battery,0
Male,19,African-American,2,1,3,F,Carrying Concealed Firearm,0
Male,23,Other,0,0,2,M,Resist/Obstruct W/O Violence,1
Male,50,Caucasian,0,0,2,F,Possession of Cocaine,1
Male,31,African-American,0,0,0,M,Battery,1
Female,28,Caucasian,0,0,0,F,Possession of Cocaine,0
Male,42,Caucasian,0,0,0,F,Aggravated Assault W/Dead Weap,1
Male,21,African-American,0,0,0,M,Aggravated Assault W/Dead Weap,0
Male,29,African-American,0,0,5,F,arrest case no charge,1
Male,48,Caucasian,0,0,1,F,Aggrav Battery w/Deadly Weapon,1
Male,21,Caucasian,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0
Male,24,Other,0,0,0,M,Possess Drug Paraphernalia,0
Male,23,Hispanic,0,0,0,M,Battery,1
Male,27,Caucasian,0,0,0,F,Driving While License Revoked,0
Male,32,Other,0,0,0,M,Resist Officer w/Violence,1
Male,28,African-American,0,0,7,F,arrest case no charge,0
Male,67,Caucasian,0,0,0,M,Battery,1
Female,32,African-American,0,0,11,F,Driving While License Revoked,1
Male,44,African-American,0,0,7,F,arrest case no charge,1
Male,25,African-American,0,0,1,F,arrest case no charge,0
Female,30,African-American,0,0,15,M,Battery,0
Male,28,Caucasian,0,1,9,M,Driving License Suspended,1
Male,27,African-American,0,0,0,F,arrest case no charge,0
Male,36,African-American,0,0,4,F,Possession of Cocaine,1
Male,36,Other,0,0,8,M,arrest case no charge,1
Female,25,Caucasian,0,0,0,M,Prostitution/Lewd Act Assignation,1
Male,31,Caucasian,0,0,5,F,Driving While License Revoked,0
Male,30,Caucasian,0,0,0,M,DUI Property Damage/Injury,0
Male,33,African-American,0,0,4,F,arrest case no charge,1
Male,38,Hispanic,0,0,0,M,Battery,1
Male,26,African-American,0,0,1,M,Driving License Suspended,0
Male,52,Hispanic,0,0,5,F,Aggrav Battery w/Deadly Weapon,0
Female,22,Caucasian,0,0,2,M,Grand Theft in the 3rd Degree,0
Male,50,Caucasian,0,0,0,F,Carrying Concealed Firearm,1
Male,37,African-American,0,0,4,F,Aggravated Battery / Pregnant,1
Male,58,Caucasian,0,0,1,F,Aggravated Assault W/Dead Weap,0
Male,34,Caucasian,0,0,3,M,Battery,0
Male,32,Caucasian,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0
Male,29,African-American,0,0,0,M,DUI Property Damage/Injury,0
Male,27,African-American,0,0,0,M,Battery,1
Male,39,Caucasian,0,0,5,F,Burglary Unoccupied Dwelling,1
Male,24,African-American,0,0,0,F,Battery on Law Enforc Officer,1
Male,38,African-American,1,0,8,M,Disorderly Conduct,1
Male,52,Caucasian,0,0,7,F,Resist Officer w/Violence,1
Male,56,African-American,0,0,3,M,Battery,0
Male,46,Caucasian,0,0,7,F,Grand Theft (Motor Vehicle),0
Male,47,Caucasian,0,0,3,M,Petit Theft,1
Male,32,Caucasian,0,0,0,F,Burglary Dwelling Occupied,1
Male,34,African-American,0,1,27,M,Battery,1
Male,42,African-American,0,0,5,F,Felony Battery w/Prior Convict,1
Female,35,African-American,0,0,0,M,Battery on a Person Over 65,0
Male,20,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0
Female,32,Caucasian,0,0,2,F,Possession of Cocaine,0
Male,21,Caucasian,0,0,0,M,Possess Cannabis/20 Grams Or Less,1
Male,24,African-American,0,0,0,M,Driving Under The Influence,0
Male,24,African-American,0,0,1,M,Prowling/Loitering,0
Male,26,African-American,0,0,0,M,Possess Cannabis/20 Grams Or Less,0
Male,52,Caucasian,0,0,8,F,arrest case no charge,1
Male,27,African-American,0,0,1,M,Battery,1
Female,27,Caucasian,0,0,0,M,Battery,1
Male,52,Caucasian,0,0,16,F,Possession of Hydrocodone,0
Male,23,African-American,0,0,1,M,Battery,1
Female,36,Caucasian,0,0,3,F,arrest case no charge,0
Female,29,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,21,Hispanic,0,0,0,F,arrest case no charge,1
Male,20,Other,0,2,3,M,Battery,0
Male,69,African-American,0,0,3,F,arrest case no charge,1
Male,27,African-American,0,1,11,F,Felony Battery w/Prior Convict,1
Male,28,African-American,1,0,11,F,Possession of Cocaine,0
Male,38,African-American,0,0,4,M,Susp Drivers Lic 1st Offense,1
Male,30,Other,0,0,0,F,Felony Battery (Dom Strang),1
Female,19,African-American,0,0,1,F,Burglary Unoccupied Dwelling,0
Female,37,Caucasian,0,0,1,F,Possession Of Methamphetamine,1
Male,34,African-American,0,0,0,M,Battery,0
Male,37,Caucasian,0,0,7,F,Felony Petit Theft,0
Male,21,African-American,0,0,1,F,Purchase Cannabis,1
Male,21,African-American,0,0,0,F,Robbery / No Weapon,0
Female,38,Caucasian,0,0,3,F,arrest case no charge,1
Male,47,African-American,0,0,1,M,Battery,1
Male,56,Caucasian,0,0,3,F,Battery on a Person Over 65,1
Male,27,African-American,0,0,2,F,Tamper With Witness/Victim/CI,0
Male,23,African-American,0,0,0,M,Driving Under The Influence,1
Male,57,Caucasian,0,0,0,F,Felony Battery (Dom Strang),1
Male,25,African-American,0,1,9,F,arrest case no charge,1
Female,23,African-American,0,0,2,F,Battery on Law Enforc Officer,0
Male,32,African-American,0,0,8,F,arrest case no charge,0
Female,36,African-American,0,0,2,M,Viol Prot Injunc Repeat Viol,1
Male,41,African-American,0,0,5,M,Driving License Suspended,1
Male,31,Hispanic,0,0,2,F,Aggravated Assault W/dead Weap,1
Female,39,Other,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,21,African-American,0,0,1,F,arrest case no charge,0
Male,43,Caucasian,0,0,8,F,Attempted Robbery  No Weapon,0
Male,31,African-American,0,0,2,M,Susp Drivers Lic 1st Offense,1
Male,37,Caucasian,0,0,0,M,Battery,1
Male,27,African-American,0,0,0,F,Grand Theft in the 3rd Degree,1
Male,22,African-American,0,0,2,F,Possession Of Alprazolam,0
Male,59,Caucasian,0,0,2,F,Possession Of Methamphetamine,1
Female,33,African-American,0,0,0,F,Possession of Cocaine,0
Male,39,Caucasian,0,0,21,F,Possession of Hydrocodone,1
Female,43,African-American,0,0,2,F,Possession of Cocaine,1
Male,25,Caucasian,0,0,5,F,Resist Officer w/Violence,0
Male,36,African-American,3,0,19,M,arrest case no charge,0
Male,23,African-American,0,0,3,F,Burglary Unoccupied Dwelling,0
Female,43,Caucasian,0,0,3,M,Viol Injunct Domestic Violence,0
Male,56,Caucasian,0,0,9,M,Battery,0
Female,20,African-American,0,0,1,F,Felony Petit Theft,0
Male,24,Other,0,0,2,M,arrest case no charge,0
Female,54,Caucasian,0,0,1,M,Driving Under The Influence,1
Male,20,African-American,0,0,1,F,Grand Theft (Motor Vehicle),0
Male,36,Other,0,0,3,M,Viol Injunct Domestic Violence,0
Female,36,African-American,0,0,3,F,Poss Pyrrolidinovalerophenone,0
Male,25,African-American,0,0,28,M,Assault,0
Male,25,African-American,1,0,2,F,Possession of Cocaine,1
Male,34,African-American,0,2,9,M,Susp Drivers Lic 1st Offense,0
Male,48,African-American,0,0,4,F,Grand Theft in the 3rd Degree,1
Male,34,African-American,1,0,21,M,Battery,0
Male,32,Caucasian,0,0,1,F,Burglary Structure Unoccup,1
Female,31,Caucasian,0,0,2,F,Grand Theft (Motor Vehicle),1
Female,24,African-American,0,0,4,F,Possession of Cocaine,0
Female,25,Caucasian,0,0,0,F,Possession of Hydromorphone,0
Female,32,Caucasian,0,0,4,F,Resist Officer w/Violence,1
Male,37,African-American,0,0,20,F,Driving While License Revoked,0
Male,24,African-American,0,0,1,F,Battery on Law Enforc Officer,0
Male,48,African-American,0,0,0,M,Felony Battery (Dom Strang),1
Male,25,African-American,1,2,9,F,arrest case no charge,0
Male,35,African-American,0,0,1,F,Possession of Cocaine,1
Female,21,African-American,0,0,0,F,Grand Theft in the 3rd Degree,0
Female,27,Caucasian,0,0,0,F,Grand Theft in the 3rd Degree,0
Male,22,African-American,0,0,0,F,Att Burgl Unoccupied Dwel,1
Male,28,African-American,0,0,4,F,Pos Cannabis W/Intent Sel/Del,1
Male,26,African-American,0,0,0,M,Operating W/O Valid License,1
Male,23,Other,0,0,0,M,Felony Battery (Dom Strang),0
Male,34,Caucasian,0,0,0,F,Possession of Oxycodone,1
Male,22,African-American,0,0,3,F,Agg Assault W/int Com Fel Dome,1
Male,30,Other,0,0,5,F,False Imprisonment,0
Male,44,Caucasian,0,0,5,F,arrest case no charge,1
Male,57,Caucasian,0,0,1,F,Aggravated Assault w/Firearm,1
Male,22,African-American,0,0,0,F,Criminal Mischief,0
Male,34,African-American,0,0,0,F,Possession of Cannabis,1
Male,24,African-American,0,0,7,F,Aggravated Battery / Pregnant,0
Male,20,Caucasian,0,0,0,F,Possession of Cocaine,1
Male,35,Caucasian,0,0,2,F,Possession Of Heroin,1
Male,53,Hispanic,0,0,1,M,Petit Theft,0
Male,60,African-American,0,0,13,F,Possession Of Heroin,1
Female,22,African-American,0,0,2,F,Agg Battery Grt/Bod/Harm,1
Male,43,Hispanic,0,0,0,M,Battery,1
